member #,member name,submission #,bid
2316,Jessica Allen,56,maybe
2316,Jessica Allen,91,yes
2316,Jessica Allen,94,yes
2316,Jessica Allen,146,yes
2316,Jessica Allen,147,yes
2316,Jessica Allen,175,maybe
2316,Jessica Allen,259,yes
2316,Jessica Allen,311,yes
2316,Jessica Allen,332,yes
2316,Jessica Allen,359,yes
2316,Jessica Allen,385,yes
2316,Jessica Allen,467,maybe
2316,Jessica Allen,519,yes
2316,Jessica Allen,531,yes
2316,Jessica Allen,560,maybe
2316,Jessica Allen,682,maybe
2316,Jessica Allen,694,maybe
2316,Jessica Allen,712,maybe
2316,Jessica Allen,769,yes
2316,Jessica Allen,851,maybe
2316,Jessica Allen,872,maybe
2316,Jessica Allen,877,yes
2316,Jessica Allen,909,yes
2316,Jessica Allen,925,yes
2316,Jessica Allen,969,maybe
2318,James Norris,52,yes
2318,James Norris,147,maybe
2318,James Norris,161,maybe
2318,James Norris,177,maybe
2318,James Norris,201,yes
2318,James Norris,230,maybe
2318,James Norris,235,yes
2318,James Norris,284,maybe
2318,James Norris,304,maybe
2318,James Norris,341,yes
2318,James Norris,446,yes
2318,James Norris,448,maybe
2318,James Norris,465,maybe
2318,James Norris,471,maybe
2318,James Norris,503,maybe
2318,James Norris,647,maybe
2318,James Norris,682,maybe
2318,James Norris,707,yes
2318,James Norris,781,yes
2318,James Norris,908,maybe
2318,James Norris,917,yes
2318,James Norris,978,yes
2319,Tommy Hamilton,26,yes
2319,Tommy Hamilton,52,maybe
2319,Tommy Hamilton,150,yes
2319,Tommy Hamilton,190,maybe
2319,Tommy Hamilton,232,yes
2319,Tommy Hamilton,338,maybe
2319,Tommy Hamilton,409,yes
2319,Tommy Hamilton,428,maybe
2319,Tommy Hamilton,459,yes
2319,Tommy Hamilton,476,maybe
2319,Tommy Hamilton,536,maybe
2319,Tommy Hamilton,571,yes
2319,Tommy Hamilton,578,maybe
2319,Tommy Hamilton,606,maybe
2319,Tommy Hamilton,636,maybe
2319,Tommy Hamilton,640,maybe
2319,Tommy Hamilton,715,maybe
2319,Tommy Hamilton,734,yes
2319,Tommy Hamilton,742,yes
2319,Tommy Hamilton,770,maybe
2320,Brittany Brown,3,yes
2320,Brittany Brown,7,yes
2320,Brittany Brown,11,maybe
2320,Brittany Brown,34,yes
2320,Brittany Brown,474,maybe
2320,Brittany Brown,508,maybe
2320,Brittany Brown,516,yes
2320,Brittany Brown,538,yes
2320,Brittany Brown,553,maybe
2320,Brittany Brown,618,maybe
2320,Brittany Brown,637,yes
2320,Brittany Brown,693,yes
2320,Brittany Brown,823,yes
2321,Amber Fuller,76,yes
2321,Amber Fuller,107,maybe
2321,Amber Fuller,157,maybe
2321,Amber Fuller,190,maybe
2321,Amber Fuller,243,yes
2321,Amber Fuller,247,maybe
2321,Amber Fuller,274,yes
2321,Amber Fuller,291,maybe
2321,Amber Fuller,294,maybe
2321,Amber Fuller,321,maybe
2321,Amber Fuller,349,maybe
2321,Amber Fuller,397,maybe
2321,Amber Fuller,581,yes
2321,Amber Fuller,583,yes
2321,Amber Fuller,817,maybe
2321,Amber Fuller,917,yes
2321,Amber Fuller,957,maybe
2322,Christopher Bell,42,yes
2322,Christopher Bell,47,yes
2322,Christopher Bell,265,maybe
2322,Christopher Bell,315,maybe
2322,Christopher Bell,345,yes
2322,Christopher Bell,410,maybe
2322,Christopher Bell,443,maybe
2322,Christopher Bell,520,maybe
2322,Christopher Bell,571,maybe
2322,Christopher Bell,634,yes
2322,Christopher Bell,663,maybe
2322,Christopher Bell,693,yes
2322,Christopher Bell,721,maybe
2322,Christopher Bell,882,maybe
2322,Christopher Bell,883,maybe
2322,Christopher Bell,892,yes
2322,Christopher Bell,962,maybe
2323,Michael Harris,90,maybe
2323,Michael Harris,285,maybe
2323,Michael Harris,310,yes
2323,Michael Harris,422,yes
2323,Michael Harris,434,maybe
2323,Michael Harris,508,maybe
2323,Michael Harris,684,maybe
2323,Michael Harris,690,yes
2323,Michael Harris,769,yes
2323,Michael Harris,773,yes
2323,Michael Harris,784,maybe
2323,Michael Harris,792,maybe
2323,Michael Harris,873,maybe
2323,Michael Harris,875,maybe
2323,Michael Harris,879,yes
2323,Michael Harris,909,yes
2323,Michael Harris,998,maybe
2324,Jennifer King,27,maybe
2324,Jennifer King,75,yes
2324,Jennifer King,98,yes
2324,Jennifer King,123,maybe
2324,Jennifer King,170,yes
2324,Jennifer King,270,yes
2324,Jennifer King,295,yes
2324,Jennifer King,343,yes
2324,Jennifer King,451,maybe
2324,Jennifer King,525,yes
2324,Jennifer King,529,maybe
2324,Jennifer King,535,yes
2324,Jennifer King,571,maybe
2324,Jennifer King,601,yes
2324,Jennifer King,682,maybe
2324,Jennifer King,697,maybe
2324,Jennifer King,784,yes
2324,Jennifer King,836,maybe
2324,Jennifer King,894,maybe
2324,Jennifer King,965,maybe
2324,Jennifer King,969,maybe
2325,Robin Briggs,16,maybe
2325,Robin Briggs,38,yes
2325,Robin Briggs,40,maybe
2325,Robin Briggs,59,maybe
2325,Robin Briggs,83,maybe
2325,Robin Briggs,235,yes
2325,Robin Briggs,387,yes
2325,Robin Briggs,410,yes
2325,Robin Briggs,434,maybe
2325,Robin Briggs,504,maybe
2325,Robin Briggs,510,yes
2325,Robin Briggs,569,yes
2325,Robin Briggs,602,yes
2325,Robin Briggs,659,yes
2325,Robin Briggs,666,maybe
2325,Robin Briggs,694,maybe
2325,Robin Briggs,716,yes
2325,Robin Briggs,721,yes
2325,Robin Briggs,729,maybe
2325,Robin Briggs,782,maybe
2325,Robin Briggs,784,yes
2325,Robin Briggs,807,yes
2325,Robin Briggs,893,yes
2325,Robin Briggs,918,yes
2326,Andrea Hines,13,yes
2326,Andrea Hines,30,yes
2326,Andrea Hines,133,yes
2326,Andrea Hines,161,maybe
2326,Andrea Hines,297,maybe
2326,Andrea Hines,345,yes
2326,Andrea Hines,380,maybe
2326,Andrea Hines,547,maybe
2326,Andrea Hines,584,yes
2326,Andrea Hines,630,yes
2326,Andrea Hines,648,yes
2326,Andrea Hines,734,yes
2326,Andrea Hines,797,yes
2326,Andrea Hines,835,yes
2327,Nicole Armstrong,104,yes
2327,Nicole Armstrong,155,yes
2327,Nicole Armstrong,209,maybe
2327,Nicole Armstrong,252,maybe
2327,Nicole Armstrong,302,maybe
2327,Nicole Armstrong,303,yes
2327,Nicole Armstrong,414,maybe
2327,Nicole Armstrong,429,maybe
2327,Nicole Armstrong,490,maybe
2327,Nicole Armstrong,576,maybe
2327,Nicole Armstrong,609,maybe
2327,Nicole Armstrong,616,maybe
2327,Nicole Armstrong,625,maybe
2327,Nicole Armstrong,638,maybe
2327,Nicole Armstrong,650,yes
2327,Nicole Armstrong,780,yes
2327,Nicole Armstrong,785,yes
2327,Nicole Armstrong,828,yes
2327,Nicole Armstrong,863,yes
2327,Nicole Armstrong,949,yes
2327,Nicole Armstrong,955,maybe
2328,Kathleen Bradley,15,yes
2328,Kathleen Bradley,42,maybe
2328,Kathleen Bradley,52,maybe
2328,Kathleen Bradley,73,yes
2328,Kathleen Bradley,82,yes
2328,Kathleen Bradley,97,yes
2328,Kathleen Bradley,144,maybe
2328,Kathleen Bradley,336,maybe
2328,Kathleen Bradley,338,maybe
2328,Kathleen Bradley,359,maybe
2328,Kathleen Bradley,447,maybe
2328,Kathleen Bradley,463,yes
2328,Kathleen Bradley,536,yes
2328,Kathleen Bradley,684,yes
2328,Kathleen Bradley,709,maybe
2328,Kathleen Bradley,716,yes
2328,Kathleen Bradley,802,yes
2328,Kathleen Bradley,859,yes
2328,Kathleen Bradley,872,maybe
2328,Kathleen Bradley,947,maybe
2329,Evan Carpenter,30,yes
2329,Evan Carpenter,36,yes
2329,Evan Carpenter,48,yes
2329,Evan Carpenter,53,yes
2329,Evan Carpenter,220,yes
2329,Evan Carpenter,222,yes
2329,Evan Carpenter,325,yes
2329,Evan Carpenter,381,yes
2329,Evan Carpenter,593,yes
2329,Evan Carpenter,624,yes
2329,Evan Carpenter,663,yes
2329,Evan Carpenter,674,yes
2329,Evan Carpenter,842,yes
2330,Scott White,65,maybe
2330,Scott White,69,maybe
2330,Scott White,175,yes
2330,Scott White,292,maybe
2330,Scott White,309,yes
2330,Scott White,375,maybe
2330,Scott White,443,maybe
2330,Scott White,452,yes
2330,Scott White,496,maybe
2330,Scott White,573,maybe
2330,Scott White,586,maybe
2330,Scott White,642,maybe
2330,Scott White,655,maybe
2330,Scott White,728,maybe
2330,Scott White,842,maybe
2330,Scott White,942,yes
2330,Scott White,959,maybe
2331,Rachel Jackson,145,yes
2331,Rachel Jackson,182,maybe
2331,Rachel Jackson,197,yes
2331,Rachel Jackson,217,maybe
2331,Rachel Jackson,284,yes
2331,Rachel Jackson,363,maybe
2331,Rachel Jackson,386,yes
2331,Rachel Jackson,406,maybe
2331,Rachel Jackson,493,maybe
2331,Rachel Jackson,495,yes
2331,Rachel Jackson,578,maybe
2331,Rachel Jackson,590,maybe
2331,Rachel Jackson,618,maybe
2331,Rachel Jackson,636,maybe
2331,Rachel Jackson,690,yes
2331,Rachel Jackson,722,yes
2331,Rachel Jackson,737,maybe
2331,Rachel Jackson,853,maybe
2331,Rachel Jackson,903,yes
2331,Rachel Jackson,907,maybe
2331,Rachel Jackson,917,yes
2331,Rachel Jackson,924,yes
2332,Charles Anderson,22,maybe
2332,Charles Anderson,35,maybe
2332,Charles Anderson,44,maybe
2332,Charles Anderson,90,maybe
2332,Charles Anderson,151,maybe
2332,Charles Anderson,169,yes
2332,Charles Anderson,226,yes
2332,Charles Anderson,261,maybe
2332,Charles Anderson,419,yes
2332,Charles Anderson,427,yes
2332,Charles Anderson,446,maybe
2332,Charles Anderson,466,yes
2332,Charles Anderson,537,yes
2332,Charles Anderson,612,maybe
2332,Charles Anderson,656,yes
2332,Charles Anderson,707,maybe
2332,Charles Anderson,815,maybe
2333,Cynthia Horton,81,maybe
2333,Cynthia Horton,94,yes
2333,Cynthia Horton,137,maybe
2333,Cynthia Horton,168,yes
2333,Cynthia Horton,219,maybe
2333,Cynthia Horton,334,yes
2333,Cynthia Horton,385,maybe
2333,Cynthia Horton,491,maybe
2333,Cynthia Horton,564,yes
2333,Cynthia Horton,665,maybe
2333,Cynthia Horton,854,yes
2333,Cynthia Horton,885,yes
2333,Cynthia Horton,896,yes
2333,Cynthia Horton,902,yes
2333,Cynthia Horton,957,yes
2333,Cynthia Horton,966,maybe
2333,Cynthia Horton,997,yes
2334,Brooke Cohen,69,yes
2334,Brooke Cohen,76,yes
2334,Brooke Cohen,113,maybe
2334,Brooke Cohen,284,maybe
2334,Brooke Cohen,358,yes
2334,Brooke Cohen,381,maybe
2334,Brooke Cohen,383,maybe
2334,Brooke Cohen,403,maybe
2334,Brooke Cohen,405,yes
2334,Brooke Cohen,480,yes
2334,Brooke Cohen,514,yes
2334,Brooke Cohen,584,maybe
2334,Brooke Cohen,636,maybe
2334,Brooke Cohen,658,maybe
2334,Brooke Cohen,666,yes
2334,Brooke Cohen,717,maybe
2334,Brooke Cohen,746,yes
2334,Brooke Cohen,800,maybe
2335,Ashlee Scott,40,maybe
2335,Ashlee Scott,47,maybe
2335,Ashlee Scott,129,yes
2335,Ashlee Scott,157,maybe
2335,Ashlee Scott,245,yes
2335,Ashlee Scott,289,yes
2335,Ashlee Scott,338,maybe
2335,Ashlee Scott,534,maybe
2335,Ashlee Scott,539,maybe
2335,Ashlee Scott,549,yes
2335,Ashlee Scott,562,yes
2335,Ashlee Scott,575,maybe
2335,Ashlee Scott,586,yes
2335,Ashlee Scott,591,yes
2335,Ashlee Scott,609,maybe
2335,Ashlee Scott,624,maybe
2335,Ashlee Scott,665,maybe
2335,Ashlee Scott,730,yes
2335,Ashlee Scott,755,maybe
2335,Ashlee Scott,760,yes
2335,Ashlee Scott,870,yes
2335,Ashlee Scott,904,maybe
2335,Ashlee Scott,911,yes
2335,Ashlee Scott,990,maybe
2336,Jared Clark,53,yes
2336,Jared Clark,74,yes
2336,Jared Clark,201,maybe
2336,Jared Clark,204,maybe
2336,Jared Clark,237,maybe
2336,Jared Clark,259,maybe
2336,Jared Clark,278,yes
2336,Jared Clark,371,yes
2336,Jared Clark,375,maybe
2336,Jared Clark,470,yes
2336,Jared Clark,480,maybe
2336,Jared Clark,606,yes
2336,Jared Clark,659,yes
2336,Jared Clark,665,yes
2336,Jared Clark,678,yes
2336,Jared Clark,773,maybe
2336,Jared Clark,801,maybe
2336,Jared Clark,866,maybe
2336,Jared Clark,892,yes
2336,Jared Clark,899,yes
2336,Jared Clark,982,maybe
2336,Jared Clark,984,yes
2337,Lisa James,53,maybe
2337,Lisa James,95,maybe
2337,Lisa James,198,yes
2337,Lisa James,373,maybe
2337,Lisa James,402,yes
2337,Lisa James,410,yes
2337,Lisa James,456,yes
2337,Lisa James,457,yes
2337,Lisa James,486,maybe
2337,Lisa James,715,maybe
2337,Lisa James,850,yes
2337,Lisa James,918,maybe
2337,Lisa James,963,maybe
2337,Lisa James,998,yes
2338,Sarah Morris,134,maybe
2338,Sarah Morris,209,maybe
2338,Sarah Morris,282,yes
2338,Sarah Morris,336,maybe
2338,Sarah Morris,347,maybe
2338,Sarah Morris,427,yes
2338,Sarah Morris,433,yes
2338,Sarah Morris,434,yes
2338,Sarah Morris,443,yes
2338,Sarah Morris,447,maybe
2338,Sarah Morris,526,maybe
2338,Sarah Morris,543,maybe
2338,Sarah Morris,558,maybe
2338,Sarah Morris,572,yes
2338,Sarah Morris,576,maybe
2338,Sarah Morris,591,yes
2338,Sarah Morris,616,yes
2338,Sarah Morris,673,maybe
2338,Sarah Morris,706,maybe
2338,Sarah Morris,765,maybe
2338,Sarah Morris,789,maybe
2338,Sarah Morris,794,yes
2338,Sarah Morris,826,maybe
2338,Sarah Morris,863,maybe
2338,Sarah Morris,868,maybe
2338,Sarah Morris,885,maybe
2338,Sarah Morris,932,yes
2339,Sara Weiss,153,yes
2339,Sara Weiss,175,yes
2339,Sara Weiss,182,maybe
2339,Sara Weiss,188,maybe
2339,Sara Weiss,296,maybe
2339,Sara Weiss,329,maybe
2339,Sara Weiss,383,maybe
2339,Sara Weiss,417,yes
2339,Sara Weiss,463,yes
2339,Sara Weiss,468,yes
2339,Sara Weiss,517,maybe
2339,Sara Weiss,529,maybe
2339,Sara Weiss,542,yes
2339,Sara Weiss,572,maybe
2339,Sara Weiss,578,maybe
2339,Sara Weiss,580,maybe
2339,Sara Weiss,586,yes
2339,Sara Weiss,589,maybe
2339,Sara Weiss,625,maybe
2339,Sara Weiss,627,yes
2339,Sara Weiss,675,maybe
2339,Sara Weiss,691,maybe
2339,Sara Weiss,785,yes
2339,Sara Weiss,817,maybe
2340,Jessica Smith,69,yes
2340,Jessica Smith,114,maybe
2340,Jessica Smith,140,maybe
2340,Jessica Smith,164,yes
2340,Jessica Smith,204,yes
2340,Jessica Smith,258,maybe
2340,Jessica Smith,262,maybe
2340,Jessica Smith,312,maybe
2340,Jessica Smith,318,yes
2340,Jessica Smith,326,maybe
2340,Jessica Smith,447,maybe
2340,Jessica Smith,595,yes
2340,Jessica Smith,596,yes
2340,Jessica Smith,615,yes
2340,Jessica Smith,628,maybe
2340,Jessica Smith,706,yes
2340,Jessica Smith,726,maybe
2340,Jessica Smith,800,yes
2340,Jessica Smith,854,maybe
2340,Jessica Smith,877,yes
2340,Jessica Smith,927,yes
2340,Jessica Smith,959,yes
2340,Jessica Smith,985,maybe
2341,Brittany Foster,25,maybe
2341,Brittany Foster,42,yes
2341,Brittany Foster,70,yes
2341,Brittany Foster,88,yes
2341,Brittany Foster,107,yes
2341,Brittany Foster,155,maybe
2341,Brittany Foster,184,yes
2341,Brittany Foster,320,yes
2341,Brittany Foster,331,maybe
2341,Brittany Foster,333,maybe
2341,Brittany Foster,373,yes
2341,Brittany Foster,531,yes
2341,Brittany Foster,547,maybe
2341,Brittany Foster,558,yes
2341,Brittany Foster,637,yes
2341,Brittany Foster,647,yes
2341,Brittany Foster,658,yes
2341,Brittany Foster,712,yes
2341,Brittany Foster,738,yes
2341,Brittany Foster,846,maybe
2341,Brittany Foster,880,yes
2341,Brittany Foster,904,maybe
2341,Brittany Foster,956,yes
2342,Melissa Pitts,89,yes
2342,Melissa Pitts,177,maybe
2342,Melissa Pitts,207,yes
2342,Melissa Pitts,235,yes
2342,Melissa Pitts,437,maybe
2342,Melissa Pitts,458,yes
2342,Melissa Pitts,472,maybe
2342,Melissa Pitts,476,yes
2342,Melissa Pitts,549,maybe
2342,Melissa Pitts,556,yes
2342,Melissa Pitts,586,yes
2342,Melissa Pitts,622,maybe
2342,Melissa Pitts,639,maybe
2342,Melissa Pitts,672,maybe
2342,Melissa Pitts,679,maybe
2342,Melissa Pitts,701,yes
2342,Melissa Pitts,721,yes
2342,Melissa Pitts,768,maybe
2342,Melissa Pitts,771,maybe
2342,Melissa Pitts,780,maybe
2342,Melissa Pitts,889,yes
2342,Melissa Pitts,945,yes
2342,Melissa Pitts,957,maybe
2342,Melissa Pitts,982,yes
2342,Melissa Pitts,987,yes
2343,Robert Kelly,59,yes
2343,Robert Kelly,72,yes
2343,Robert Kelly,123,maybe
2343,Robert Kelly,214,maybe
2343,Robert Kelly,224,yes
2343,Robert Kelly,249,maybe
2343,Robert Kelly,256,maybe
2343,Robert Kelly,258,maybe
2343,Robert Kelly,350,yes
2343,Robert Kelly,378,yes
2343,Robert Kelly,402,maybe
2343,Robert Kelly,626,yes
2343,Robert Kelly,673,yes
2343,Robert Kelly,781,yes
2343,Robert Kelly,821,yes
2343,Robert Kelly,863,yes
2343,Robert Kelly,902,maybe
2343,Robert Kelly,999,yes
2344,Kari Garrett,16,yes
2344,Kari Garrett,61,maybe
2344,Kari Garrett,75,yes
2344,Kari Garrett,115,maybe
2344,Kari Garrett,156,maybe
2344,Kari Garrett,166,yes
2344,Kari Garrett,167,yes
2344,Kari Garrett,341,maybe
2344,Kari Garrett,367,maybe
2344,Kari Garrett,380,yes
2344,Kari Garrett,399,yes
2344,Kari Garrett,496,maybe
2344,Kari Garrett,546,maybe
2344,Kari Garrett,556,maybe
2344,Kari Garrett,613,maybe
2344,Kari Garrett,622,yes
2344,Kari Garrett,805,maybe
2344,Kari Garrett,810,maybe
2344,Kari Garrett,922,yes
2344,Kari Garrett,931,maybe
2344,Kari Garrett,980,yes
2345,Todd Garcia,263,yes
2345,Todd Garcia,346,maybe
2345,Todd Garcia,406,maybe
2345,Todd Garcia,435,maybe
2345,Todd Garcia,797,maybe
2345,Todd Garcia,806,maybe
2345,Todd Garcia,923,yes
2345,Todd Garcia,962,yes
2346,Trevor Gonzalez,122,maybe
2346,Trevor Gonzalez,161,yes
2346,Trevor Gonzalez,231,yes
2346,Trevor Gonzalez,237,yes
2346,Trevor Gonzalez,281,maybe
2346,Trevor Gonzalez,418,maybe
2346,Trevor Gonzalez,453,yes
2346,Trevor Gonzalez,465,yes
2346,Trevor Gonzalez,466,yes
2346,Trevor Gonzalez,478,maybe
2346,Trevor Gonzalez,535,maybe
2346,Trevor Gonzalez,540,yes
2346,Trevor Gonzalez,555,yes
2346,Trevor Gonzalez,640,maybe
2346,Trevor Gonzalez,697,yes
2346,Trevor Gonzalez,764,yes
2346,Trevor Gonzalez,802,yes
2346,Trevor Gonzalez,860,yes
2346,Trevor Gonzalez,878,yes
2346,Trevor Gonzalez,886,yes
2347,Benjamin Davies,22,maybe
2347,Benjamin Davies,31,yes
2347,Benjamin Davies,73,yes
2347,Benjamin Davies,157,yes
2347,Benjamin Davies,203,yes
2347,Benjamin Davies,277,maybe
2347,Benjamin Davies,314,yes
2347,Benjamin Davies,325,maybe
2347,Benjamin Davies,327,maybe
2347,Benjamin Davies,356,maybe
2347,Benjamin Davies,364,maybe
2347,Benjamin Davies,392,yes
2347,Benjamin Davies,518,maybe
2347,Benjamin Davies,566,maybe
2347,Benjamin Davies,575,yes
2347,Benjamin Davies,609,maybe
2347,Benjamin Davies,632,yes
2347,Benjamin Davies,641,yes
2347,Benjamin Davies,642,maybe
2347,Benjamin Davies,682,yes
2347,Benjamin Davies,712,yes
2347,Benjamin Davies,824,maybe
2347,Benjamin Davies,886,maybe
2347,Benjamin Davies,913,yes
2347,Benjamin Davies,988,maybe
2348,Christina Johnson,88,yes
2348,Christina Johnson,126,maybe
2348,Christina Johnson,149,yes
2348,Christina Johnson,163,maybe
2348,Christina Johnson,208,yes
2348,Christina Johnson,254,yes
2348,Christina Johnson,260,maybe
2348,Christina Johnson,297,yes
2348,Christina Johnson,379,yes
2348,Christina Johnson,445,yes
2348,Christina Johnson,460,yes
2348,Christina Johnson,524,yes
2348,Christina Johnson,573,yes
2348,Christina Johnson,576,maybe
2348,Christina Johnson,578,maybe
2348,Christina Johnson,579,maybe
2348,Christina Johnson,613,maybe
2348,Christina Johnson,698,maybe
2348,Christina Johnson,729,maybe
2348,Christina Johnson,782,yes
2348,Christina Johnson,885,maybe
2348,Christina Johnson,887,yes
2348,Christina Johnson,937,maybe
2349,Andrew Davis,59,maybe
2349,Andrew Davis,72,maybe
2349,Andrew Davis,235,yes
2349,Andrew Davis,332,maybe
2349,Andrew Davis,368,maybe
2349,Andrew Davis,372,maybe
2349,Andrew Davis,446,yes
2349,Andrew Davis,464,maybe
2349,Andrew Davis,497,maybe
2349,Andrew Davis,523,maybe
2349,Andrew Davis,525,yes
2349,Andrew Davis,537,yes
2349,Andrew Davis,538,yes
2349,Andrew Davis,579,maybe
2349,Andrew Davis,619,maybe
2349,Andrew Davis,624,maybe
2349,Andrew Davis,706,yes
2349,Andrew Davis,769,yes
2349,Andrew Davis,776,maybe
2349,Andrew Davis,800,yes
2349,Andrew Davis,812,yes
2349,Andrew Davis,863,yes
2349,Andrew Davis,880,maybe
2350,Michael Hanson,5,yes
2350,Michael Hanson,59,maybe
2350,Michael Hanson,77,maybe
2350,Michael Hanson,90,yes
2350,Michael Hanson,107,yes
2350,Michael Hanson,125,yes
2350,Michael Hanson,132,maybe
2350,Michael Hanson,171,yes
2350,Michael Hanson,194,yes
2350,Michael Hanson,230,maybe
2350,Michael Hanson,327,maybe
2350,Michael Hanson,333,yes
2350,Michael Hanson,365,yes
2350,Michael Hanson,403,maybe
2350,Michael Hanson,509,yes
2350,Michael Hanson,510,maybe
2350,Michael Hanson,550,maybe
2350,Michael Hanson,702,maybe
2350,Michael Hanson,718,yes
2350,Michael Hanson,760,yes
2350,Michael Hanson,777,yes
2350,Michael Hanson,887,yes
2350,Michael Hanson,899,yes
2350,Michael Hanson,903,maybe
2351,Jeanette Ford,36,yes
2351,Jeanette Ford,41,maybe
2351,Jeanette Ford,106,maybe
2351,Jeanette Ford,122,yes
2351,Jeanette Ford,154,yes
2351,Jeanette Ford,220,yes
2351,Jeanette Ford,224,maybe
2351,Jeanette Ford,327,maybe
2351,Jeanette Ford,331,yes
2351,Jeanette Ford,353,maybe
2351,Jeanette Ford,377,maybe
2351,Jeanette Ford,408,maybe
2351,Jeanette Ford,437,maybe
2351,Jeanette Ford,486,maybe
2351,Jeanette Ford,513,maybe
2351,Jeanette Ford,530,yes
2351,Jeanette Ford,545,maybe
2351,Jeanette Ford,643,yes
2351,Jeanette Ford,699,maybe
2351,Jeanette Ford,717,yes
2351,Jeanette Ford,849,maybe
2351,Jeanette Ford,887,yes
2351,Jeanette Ford,912,maybe
2351,Jeanette Ford,917,yes
2353,Helen James,43,yes
2353,Helen James,54,yes
2353,Helen James,125,yes
2353,Helen James,154,maybe
2353,Helen James,404,yes
2353,Helen James,501,yes
2353,Helen James,572,yes
2353,Helen James,587,yes
2353,Helen James,618,maybe
2353,Helen James,717,yes
2353,Helen James,823,yes
2353,Helen James,915,yes
2353,Helen James,929,maybe
2353,Helen James,978,yes
2353,Helen James,985,yes
2354,Beverly Lewis,70,yes
2354,Beverly Lewis,164,yes
2354,Beverly Lewis,175,maybe
2354,Beverly Lewis,194,maybe
2354,Beverly Lewis,206,maybe
2354,Beverly Lewis,261,yes
2354,Beverly Lewis,369,yes
2354,Beverly Lewis,397,yes
2354,Beverly Lewis,410,maybe
2354,Beverly Lewis,538,yes
2354,Beverly Lewis,575,maybe
2354,Beverly Lewis,748,yes
2354,Beverly Lewis,782,maybe
2354,Beverly Lewis,835,yes
2354,Beverly Lewis,850,maybe
2354,Beverly Lewis,851,maybe
2354,Beverly Lewis,937,maybe
2354,Beverly Lewis,949,yes
2354,Beverly Lewis,964,maybe
2354,Beverly Lewis,977,yes
2355,Jeffrey Burns,7,yes
2355,Jeffrey Burns,46,maybe
2355,Jeffrey Burns,171,yes
2355,Jeffrey Burns,201,maybe
2355,Jeffrey Burns,204,yes
2355,Jeffrey Burns,217,yes
2355,Jeffrey Burns,275,yes
2355,Jeffrey Burns,282,maybe
2355,Jeffrey Burns,283,yes
2355,Jeffrey Burns,350,yes
2355,Jeffrey Burns,366,yes
2355,Jeffrey Burns,374,maybe
2355,Jeffrey Burns,398,maybe
2355,Jeffrey Burns,403,maybe
2355,Jeffrey Burns,418,yes
2355,Jeffrey Burns,458,yes
2355,Jeffrey Burns,476,yes
2355,Jeffrey Burns,547,yes
2355,Jeffrey Burns,601,maybe
2355,Jeffrey Burns,622,maybe
2355,Jeffrey Burns,628,yes
2355,Jeffrey Burns,640,maybe
2355,Jeffrey Burns,754,maybe
2355,Jeffrey Burns,905,yes
2355,Jeffrey Burns,927,maybe
2355,Jeffrey Burns,933,yes
2356,Joseph Reyes,13,yes
2356,Joseph Reyes,15,yes
2356,Joseph Reyes,59,maybe
2356,Joseph Reyes,70,maybe
2356,Joseph Reyes,110,maybe
2356,Joseph Reyes,218,maybe
2356,Joseph Reyes,291,maybe
2356,Joseph Reyes,398,maybe
2356,Joseph Reyes,411,maybe
2356,Joseph Reyes,424,yes
2356,Joseph Reyes,522,yes
2356,Joseph Reyes,542,maybe
2356,Joseph Reyes,581,yes
2356,Joseph Reyes,714,maybe
2356,Joseph Reyes,721,maybe
2356,Joseph Reyes,804,yes
2356,Joseph Reyes,829,maybe
2356,Joseph Reyes,841,maybe
2356,Joseph Reyes,861,maybe
2356,Joseph Reyes,865,maybe
2356,Joseph Reyes,866,yes
2356,Joseph Reyes,934,yes
2356,Joseph Reyes,942,yes
2356,Joseph Reyes,944,yes
2356,Joseph Reyes,980,maybe
2357,Ashley Smith,77,yes
2357,Ashley Smith,82,yes
2357,Ashley Smith,91,yes
2357,Ashley Smith,114,yes
2357,Ashley Smith,145,yes
2357,Ashley Smith,151,maybe
2357,Ashley Smith,222,yes
2357,Ashley Smith,248,yes
2357,Ashley Smith,262,maybe
2357,Ashley Smith,394,maybe
2357,Ashley Smith,639,yes
2357,Ashley Smith,690,maybe
2357,Ashley Smith,755,maybe
2357,Ashley Smith,785,yes
2357,Ashley Smith,927,maybe
2357,Ashley Smith,1001,maybe
2358,Troy Cameron,219,yes
2358,Troy Cameron,255,maybe
2358,Troy Cameron,288,maybe
2358,Troy Cameron,300,yes
2358,Troy Cameron,331,yes
2358,Troy Cameron,372,yes
2358,Troy Cameron,402,maybe
2358,Troy Cameron,410,maybe
2358,Troy Cameron,455,yes
2358,Troy Cameron,501,yes
2358,Troy Cameron,555,yes
2358,Troy Cameron,699,maybe
2358,Troy Cameron,751,yes
2358,Troy Cameron,795,maybe
2358,Troy Cameron,891,maybe
2358,Troy Cameron,916,maybe
2358,Troy Cameron,941,maybe
2358,Troy Cameron,989,maybe
2359,Kimberly Davis,16,maybe
2359,Kimberly Davis,35,maybe
2359,Kimberly Davis,216,yes
2359,Kimberly Davis,222,yes
2359,Kimberly Davis,231,maybe
2359,Kimberly Davis,415,yes
2359,Kimberly Davis,429,yes
2359,Kimberly Davis,433,yes
2359,Kimberly Davis,448,yes
2359,Kimberly Davis,666,yes
2359,Kimberly Davis,719,maybe
2359,Kimberly Davis,842,maybe
