member #,member name,topic
2448,Shawn Houston,Scene Analysis and Understanding
2448,Shawn Houston,Human-Computer Interaction
2448,Shawn Houston,Solvers and Tools
2449,Jennifer Burke,Mining Heterogeneous Data
2449,Jennifer Burke,Real-Time Systems
2449,Jennifer Burke,Decision and Utility Theory
2449,Jennifer Burke,Speech and Multimodality
2449,Jennifer Burke,Causality
2449,Jennifer Burke,Partially Observable and Unobservable Domains
2450,Kerry Park,Sentence-Level Semantics and Textual Inference
2450,Kerry Park,Ontology Induction from Text
2450,Kerry Park,Federated Learning
2450,Kerry Park,Relational Learning
2450,Kerry Park,Satisfiability
2450,Kerry Park,Neuro-Symbolic Methods
2450,Kerry Park,Human-Aware Planning
2450,Kerry Park,Representation Learning
2450,Kerry Park,Reinforcement Learning Algorithms
2450,Kerry Park,Intelligent Virtual Agents
2451,Robert Bautista,Classification and Regression
2451,Robert Bautista,Quantum Computing
2451,Robert Bautista,Societal Impacts of AI
2451,Robert Bautista,Optimisation in Machine Learning
2451,Robert Bautista,Routing
2451,Robert Bautista,Arts and Creativity
2451,Robert Bautista,Aerospace
2451,Robert Bautista,"Geometric, Spatial, and Temporal Reasoning"
2451,Robert Bautista,Deep Reinforcement Learning
2452,Jaime Reid,Hardware
2452,Jaime Reid,Machine Ethics
2452,Jaime Reid,Mixed Discrete/Continuous Planning
2452,Jaime Reid,Game Playing
2452,Jaime Reid,Human Computation and Crowdsourcing
2452,Jaime Reid,Learning Human Values and Preferences
2452,Jaime Reid,Visual Reasoning and Symbolic Representation
2452,Jaime Reid,Engineering Multiagent Systems
2453,Jeffrey Walsh,Human-Robot Interaction
2453,Jeffrey Walsh,Engineering Multiagent Systems
2453,Jeffrey Walsh,Big Data and Scalability
2453,Jeffrey Walsh,Data Stream Mining
2453,Jeffrey Walsh,"Understanding People: Theories, Concepts, and Methods"
2453,Jeffrey Walsh,Computer-Aided Education
2453,Jeffrey Walsh,Humanities
2453,Jeffrey Walsh,Automated Learning and Hyperparameter Tuning
2453,Jeffrey Walsh,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
2454,Robert Gonzalez,Other Topics in Multiagent Systems
2454,Robert Gonzalez,Internet of Things
2454,Robert Gonzalez,Human-Robot Interaction
2454,Robert Gonzalez,Semantic Web
2454,Robert Gonzalez,Federated Learning
2454,Robert Gonzalez,Machine Learning for NLP
2454,Robert Gonzalez,Social Networks
2454,Robert Gonzalez,"Conformant, Contingent, and Adversarial Planning"
2454,Robert Gonzalez,Distributed Machine Learning
2455,Christopher Taylor,Planning and Machine Learning
2455,Christopher Taylor,Deep Neural Network Architectures
2455,Christopher Taylor,Classical Planning
2455,Christopher Taylor,Bayesian Learning
2455,Christopher Taylor,Quantum Machine Learning
2455,Christopher Taylor,Decision and Utility Theory
2455,Christopher Taylor,"Mining Visual, Multimedia, and Multimodal Data"
2455,Christopher Taylor,Human-in-the-loop Systems
2455,Christopher Taylor,Answer Set Programming
2455,Christopher Taylor,"Constraints, Data Mining, and Machine Learning"
2456,Rebecca Roy,Other Topics in Knowledge Representation and Reasoning
2456,Rebecca Roy,Human-Machine Interaction Techniques and Devices
2456,Rebecca Roy,Agent-Based Simulation and Complex Systems
2456,Rebecca Roy,Probabilistic Modelling
2456,Rebecca Roy,Natural Language Generation
2456,Rebecca Roy,Artificial Life
2456,Rebecca Roy,Case-Based Reasoning
2457,Julia Mcdowell,Evaluation and Analysis in Machine Learning
2457,Julia Mcdowell,Safety and Robustness
2457,Julia Mcdowell,Semi-Supervised Learning
2457,Julia Mcdowell,Online Learning and Bandits
2457,Julia Mcdowell,Ontology Induction from Text
2457,Julia Mcdowell,Planning under Uncertainty
2458,Gregory Rose,Description Logics
2458,Gregory Rose,Philosophical Foundations of AI
2458,Gregory Rose,Planning under Uncertainty
2458,Gregory Rose,Causality
2458,Gregory Rose,Personalisation and User Modelling
2458,Gregory Rose,Language Grounding
2458,Gregory Rose,Markov Decision Processes
2458,Gregory Rose,Constraint Learning and Acquisition
2458,Gregory Rose,Discourse and Pragmatics
2459,Dana Perkins,Scene Analysis and Understanding
2459,Dana Perkins,Internet of Things
2459,Dana Perkins,Human-in-the-loop Systems
2459,Dana Perkins,Object Detection and Categorisation
2459,Dana Perkins,Swarm Intelligence
2459,Dana Perkins,Classical Planning
2459,Dana Perkins,Digital Democracy
2460,James Gutierrez,Argumentation
2460,James Gutierrez,3D Computer Vision
2460,James Gutierrez,Classification and Regression
2460,James Gutierrez,Learning Preferences or Rankings
2460,James Gutierrez,Combinatorial Search and Optimisation
2460,James Gutierrez,Computer Games
2460,James Gutierrez,Deep Neural Network Algorithms
2461,Virginia Harrington,Multimodal Learning
2461,Virginia Harrington,Graph-Based Machine Learning
2461,Virginia Harrington,"Geometric, Spatial, and Temporal Reasoning"
2461,Virginia Harrington,Robot Manipulation
2461,Virginia Harrington,Reinforcement Learning with Human Feedback
2462,Jasmine Wilcox,Automated Reasoning and Theorem Proving
2462,Jasmine Wilcox,Other Topics in Constraints and Satisfiability
2462,Jasmine Wilcox,Social Networks
2462,Jasmine Wilcox,Environmental Impacts of AI
2462,Jasmine Wilcox,Data Compression
2462,Jasmine Wilcox,Partially Observable and Unobservable Domains
2462,Jasmine Wilcox,Multimodal Learning
2463,Robert Lindsey,Relational Learning
2463,Robert Lindsey,Deep Generative Models and Auto-Encoders
2463,Robert Lindsey,Abductive Reasoning and Diagnosis
2463,Robert Lindsey,Smart Cities and Urban Planning
2463,Robert Lindsey,Stochastic Optimisation
2464,Tiffany Norton,"Graph Mining, Social Network Analysis, and Community Mining"
2464,Tiffany Norton,Multiagent Learning
2464,Tiffany Norton,Data Visualisation and Summarisation
2464,Tiffany Norton,Answer Set Programming
2464,Tiffany Norton,"Other Topics Related to Fairness, Ethics, or Trust"
2464,Tiffany Norton,Human-Machine Interaction Techniques and Devices
2464,Tiffany Norton,"Understanding People: Theories, Concepts, and Methods"
2464,Tiffany Norton,Approximate Inference
2464,Tiffany Norton,"Model Adaptation, Compression, and Distillation"
2465,Robert Harris,Societal Impacts of AI
2465,Robert Harris,Multi-Class/Multi-Label Learning and Extreme Classification
2465,Robert Harris,Learning Theory
2465,Robert Harris,Graph-Based Machine Learning
2465,Robert Harris,Planning and Machine Learning
2465,Robert Harris,Graphical Models
2465,Robert Harris,Semi-Supervised Learning
2466,Amanda Sexton,Robot Rights
2466,Amanda Sexton,Swarm Intelligence
2466,Amanda Sexton,Privacy-Aware Machine Learning
2466,Amanda Sexton,Lexical Semantics
2466,Amanda Sexton,Explainability and Interpretability in Machine Learning
2466,Amanda Sexton,"Segmentation, Grouping, and Shape Analysis"
2466,Amanda Sexton,Robot Manipulation
2466,Amanda Sexton,Mining Spatial and Temporal Data
2466,Amanda Sexton,Voting Theory
2466,Amanda Sexton,Language and Vision
2467,Cody Hancock,Education
2467,Cody Hancock,Behavioural Game Theory
2467,Cody Hancock,Multiagent Planning
2467,Cody Hancock,Representation Learning
2467,Cody Hancock,Non-Probabilistic Models of Uncertainty
2467,Cody Hancock,Spatial and Temporal Models of Uncertainty
2467,Cody Hancock,"Model Adaptation, Compression, and Distillation"
2468,Grace Vance,Economics and Finance
2468,Grace Vance,"Communication, Coordination, and Collaboration"
2468,Grace Vance,"Human-Computer Teamwork, Team Formation, and Collaboration"
2468,Grace Vance,Online Learning and Bandits
2468,Grace Vance,Smart Cities and Urban Planning
2468,Grace Vance,Evaluation and Analysis in Machine Learning
2468,Grace Vance,Discourse and Pragmatics
2469,Peggy Smith,Other Topics in Constraints and Satisfiability
2469,Peggy Smith,Distributed Machine Learning
2469,Peggy Smith,Classification and Regression
2469,Peggy Smith,Artificial Life
2469,Peggy Smith,Local Search
2469,Peggy Smith,Answer Set Programming
2469,Peggy Smith,Machine Learning for Robotics
2469,Peggy Smith,Multi-Class/Multi-Label Learning and Extreme Classification
2469,Peggy Smith,Voting Theory
2470,Tracey Baker,Mining Heterogeneous Data
2470,Tracey Baker,Computer-Aided Education
2470,Tracey Baker,Arts and Creativity
2470,Tracey Baker,Natural Language Generation
2470,Tracey Baker,Mining Codebase and Software Repositories
2470,Tracey Baker,Knowledge Acquisition
2470,Tracey Baker,Semantic Web
2470,Tracey Baker,Internet of Things
2470,Tracey Baker,Game Playing
2470,Tracey Baker,Adversarial Search
2471,Matthew Zavala,Explainability and Interpretability in Machine Learning
2471,Matthew Zavala,Semantic Web
2471,Matthew Zavala,Efficient Methods for Machine Learning
2471,Matthew Zavala,"Localisation, Mapping, and Navigation"
2471,Matthew Zavala,Mixed Discrete and Continuous Optimisation
2471,Matthew Zavala,Constraint Satisfaction
2471,Matthew Zavala,Combinatorial Search and Optimisation
2472,Chad Burke,Computational Social Choice
2472,Chad Burke,Engineering Multiagent Systems
2472,Chad Burke,Trust
2472,Chad Burke,Image and Video Retrieval
2472,Chad Burke,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
2472,Chad Burke,"Communication, Coordination, and Collaboration"
2472,Chad Burke,Software Engineering
2472,Chad Burke,"Continual, Online, and Real-Time Planning"
2472,Chad Burke,Robot Rights
2472,Chad Burke,Approximate Inference
2473,Roberto Bryan,Standards and Certification
2473,Roberto Bryan,Active Learning
2473,Roberto Bryan,Deep Learning Theory
2473,Roberto Bryan,Other Topics in Machine Learning
2473,Roberto Bryan,Multi-Class/Multi-Label Learning and Extreme Classification
2474,Joseph Ramirez,"Conformant, Contingent, and Adversarial Planning"
2474,Joseph Ramirez,Bayesian Learning
2474,Joseph Ramirez,Engineering Multiagent Systems
2474,Joseph Ramirez,Lexical Semantics
2474,Joseph Ramirez,Search and Machine Learning
2475,Savannah Wiley,Graph-Based Machine Learning
2475,Savannah Wiley,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
2475,Savannah Wiley,Verification
2475,Savannah Wiley,Constraint Learning and Acquisition
2475,Savannah Wiley,Mining Spatial and Temporal Data
2476,Michael Flores,"Mining Visual, Multimedia, and Multimodal Data"
2476,Michael Flores,News and Media
2476,Michael Flores,Summarisation
2476,Michael Flores,3D Computer Vision
2476,Michael Flores,Morality and Value-Based AI
2476,Michael Flores,Reasoning about Action and Change
2476,Michael Flores,Object Detection and Categorisation
2476,Michael Flores,Deep Generative Models and Auto-Encoders
2476,Michael Flores,Stochastic Optimisation
2477,Joan Johnson,Human-Aware Planning
2477,Joan Johnson,Combinatorial Search and Optimisation
2477,Joan Johnson,Ontology Induction from Text
2477,Joan Johnson,Other Topics in Uncertainty in AI
2477,Joan Johnson,Stochastic Models and Probabilistic Inference
2478,Sara Jones,Economic Paradigms
2478,Sara Jones,Relational Learning
2478,Sara Jones,Non-Monotonic Reasoning
2478,Sara Jones,Deep Generative Models and Auto-Encoders
2478,Sara Jones,Cognitive Science
2478,Sara Jones,Human Computation and Crowdsourcing
2478,Sara Jones,Visual Reasoning and Symbolic Representation
2478,Sara Jones,Evolutionary Learning
2478,Sara Jones,Satisfiability Modulo Theories
2479,Jay Jenkins,Stochastic Optimisation
2479,Jay Jenkins,Other Topics in Data Mining
2479,Jay Jenkins,Big Data and Scalability
2479,Jay Jenkins,Planning and Decision Support for Human-Machine Teams
2479,Jay Jenkins,"Belief Revision, Update, and Merging"
2479,Jay Jenkins,Transportation
2479,Jay Jenkins,Causality
2479,Jay Jenkins,Video Understanding and Activity Analysis
2479,Jay Jenkins,Meta-Learning
2480,Frank Phillips,Cognitive Science
2480,Frank Phillips,Reasoning about Action and Change
2480,Frank Phillips,Explainability (outside Machine Learning)
2480,Frank Phillips,Reinforcement Learning Algorithms
2480,Frank Phillips,Social Networks
2480,Frank Phillips,Philosophy and Ethics
2480,Frank Phillips,Classical Planning
2480,Frank Phillips,Sentence-Level Semantics and Textual Inference
2480,Frank Phillips,Human-Aware Planning and Behaviour Prediction
2480,Frank Phillips,Agent-Based Simulation and Complex Systems
2481,Nicholas Jennings,Activity and Plan Recognition
2481,Nicholas Jennings,Mining Heterogeneous Data
2481,Nicholas Jennings,Learning Preferences or Rankings
2481,Nicholas Jennings,User Modelling and Personalisation
2481,Nicholas Jennings,Adversarial Attacks on CV Systems
2481,Nicholas Jennings,Human-Aware Planning
2481,Nicholas Jennings,Other Topics in Machine Learning
2481,Nicholas Jennings,Graph-Based Machine Learning
2482,Amy Taylor,"Coordination, Organisations, Institutions, and Norms"
2482,Amy Taylor,Object Detection and Categorisation
2482,Amy Taylor,Case-Based Reasoning
2482,Amy Taylor,Marketing
2482,Amy Taylor,User Experience and Usability
2483,Christopher Hall,Uncertainty Representations
2483,Christopher Hall,"Geometric, Spatial, and Temporal Reasoning"
2483,Christopher Hall,Ontology Induction from Text
2483,Christopher Hall,"Coordination, Organisations, Institutions, and Norms"
2483,Christopher Hall,Preferences
2483,Christopher Hall,Activity and Plan Recognition
2483,Christopher Hall,Marketing
2483,Christopher Hall,Clustering
2483,Christopher Hall,"Graph Mining, Social Network Analysis, and Community Mining"
2484,Jamie Hicks,Routing
2484,Jamie Hicks,Randomised Algorithms
2484,Jamie Hicks,Text Mining
2484,Jamie Hicks,Vision and Language
2484,Jamie Hicks,Artificial Life
2484,Jamie Hicks,Behavioural Game Theory
2484,Jamie Hicks,Privacy in Data Mining
2485,Javier Frazier,Knowledge Representation Languages
2485,Javier Frazier,Knowledge Acquisition
2485,Javier Frazier,Software Engineering
2485,Javier Frazier,Multi-Instance/Multi-View Learning
2485,Javier Frazier,Smart Cities and Urban Planning
2485,Javier Frazier,Cognitive Modelling
2486,Samuel Hicks,Distributed CSP and Optimisation
2486,Samuel Hicks,Other Topics in Machine Learning
2486,Samuel Hicks,Bioinformatics
2486,Samuel Hicks,Intelligent Virtual Agents
2486,Samuel Hicks,Mining Codebase and Software Repositories
2486,Samuel Hicks,Decision and Utility Theory
2486,Samuel Hicks,Multiagent Learning
2486,Samuel Hicks,Learning Preferences or Rankings
2486,Samuel Hicks,Explainability in Computer Vision
2486,Samuel Hicks,Other Topics in Robotics
2487,Danny Olson,Planning and Machine Learning
2487,Danny Olson,Randomised Algorithms
2487,Danny Olson,Probabilistic Modelling
2487,Danny Olson,Lexical Semantics
2487,Danny Olson,Global Constraints
2487,Danny Olson,Ensemble Methods
2487,Danny Olson,Knowledge Compilation
2487,Danny Olson,Distributed Problem Solving
2487,Danny Olson,Distributed Machine Learning
2487,Danny Olson,Bayesian Learning
2488,Richard Brown,AI for Social Good
2488,Richard Brown,Classical Planning
2488,Richard Brown,Representation Learning for Computer Vision
2488,Richard Brown,Global Constraints
2488,Richard Brown,Combinatorial Search and Optimisation
2488,Richard Brown,Distributed Problem Solving
2488,Richard Brown,Recommender Systems
2488,Richard Brown,"Transfer, Domain Adaptation, and Multi-Task Learning"
2488,Richard Brown,Mining Semi-Structured Data
2488,Richard Brown,Lifelong and Continual Learning
2489,Jessica Flynn,Multiagent Planning
2489,Jessica Flynn,Federated Learning
2489,Jessica Flynn,Ontology Induction from Text
2489,Jessica Flynn,AI for Social Good
2489,Jessica Flynn,Dimensionality Reduction/Feature Selection
2489,Jessica Flynn,"Continual, Online, and Real-Time Planning"
2489,Jessica Flynn,Learning Theory
2489,Jessica Flynn,"Graph Mining, Social Network Analysis, and Community Mining"
2490,Kelly Proctor,Satisfiability
2490,Kelly Proctor,Morality and Value-Based AI
2490,Kelly Proctor,Reasoning about Knowledge and Beliefs
2490,Kelly Proctor,Quantum Machine Learning
2490,Kelly Proctor,Learning Preferences or Rankings
2490,Kelly Proctor,Personalisation and User Modelling
2490,Kelly Proctor,"Model Adaptation, Compression, and Distillation"
2490,Kelly Proctor,Anomaly/Outlier Detection
2490,Kelly Proctor,Knowledge Graphs and Open Linked Data
2490,Kelly Proctor,Sentence-Level Semantics and Textual Inference
2491,Christie Larson,Machine Learning for Robotics
2491,Christie Larson,Active Learning
2491,Christie Larson,Consciousness and Philosophy of Mind
2491,Christie Larson,Satisfiability Modulo Theories
2491,Christie Larson,Mixed Discrete/Continuous Planning
2491,Christie Larson,Transportation
2491,Christie Larson,Hardware
2492,Roberto Silva,Mining Spatial and Temporal Data
2492,Roberto Silva,NLP Resources and Evaluation
2492,Roberto Silva,Reasoning about Action and Change
2492,Roberto Silva,Neuro-Symbolic Methods
2492,Roberto Silva,Responsible AI
2492,Roberto Silva,Knowledge Acquisition and Representation for Planning
2492,Roberto Silva,User Modelling and Personalisation
2492,Roberto Silva,Consciousness and Philosophy of Mind
2492,Roberto Silva,Multilingualism and Linguistic Diversity
2493,Timothy Russell,Other Topics in Multiagent Systems
2493,Timothy Russell,Description Logics
2493,Timothy Russell,Information Retrieval
2493,Timothy Russell,Social Sciences
2493,Timothy Russell,Efficient Methods for Machine Learning
2493,Timothy Russell,Machine Learning for NLP
2493,Timothy Russell,Case-Based Reasoning
2493,Timothy Russell,Image and Video Retrieval
2493,Timothy Russell,Distributed CSP and Optimisation
2494,Mary Allen,Social Sciences
2494,Mary Allen,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
2494,Mary Allen,Classification and Regression
2494,Mary Allen,Mining Spatial and Temporal Data
2494,Mary Allen,Constraint Satisfaction
2494,Mary Allen,Physical Sciences
2494,Mary Allen,Sentence-Level Semantics and Textual Inference
2494,Mary Allen,Meta-Learning
2494,Mary Allen,Fair Division
2494,Mary Allen,Robot Rights
2495,Connor Gray,Planning and Decision Support for Human-Machine Teams
2495,Connor Gray,Clustering
2495,Connor Gray,Lexical Semantics
2495,Connor Gray,Web Search
2495,Connor Gray,Machine Translation
2495,Connor Gray,"AI in Law, Justice, Regulation, and Governance"
2496,Nancy Garcia,Image and Video Retrieval
2496,Nancy Garcia,Reinforcement Learning Theory
2496,Nancy Garcia,Anomaly/Outlier Detection
2496,Nancy Garcia,"Coordination, Organisations, Institutions, and Norms"
2496,Nancy Garcia,Discourse and Pragmatics
2496,Nancy Garcia,Search and Machine Learning
2496,Nancy Garcia,Philosophy and Ethics
2496,Nancy Garcia,Reinforcement Learning with Human Feedback
2496,Nancy Garcia,Human-in-the-loop Systems
2497,Randy Yang,Stochastic Optimisation
2497,Randy Yang,Planning under Uncertainty
2497,Randy Yang,Fair Division
2497,Randy Yang,Natural Language Generation
2497,Randy Yang,Human-Aware Planning
2497,Randy Yang,Semantic Web
2497,Randy Yang,Data Visualisation and Summarisation
2497,Randy Yang,Computer Vision Theory
2497,Randy Yang,Behavioural Game Theory
2497,Randy Yang,Intelligent Virtual Agents
2498,Jeffrey Green,"Constraints, Data Mining, and Machine Learning"
2498,Jeffrey Green,Agent Theories and Models
2498,Jeffrey Green,"Sentiment Analysis, Stylistic Analysis, and Argument Mining"
2498,Jeffrey Green,Other Topics in Knowledge Representation and Reasoning
2498,Jeffrey Green,Mining Semi-Structured Data
2499,Kevin Reed,Heuristic Search
2499,Kevin Reed,Other Topics in Uncertainty in AI
2499,Kevin Reed,Human-in-the-loop Systems
2499,Kevin Reed,User Modelling and Personalisation
2499,Kevin Reed,"Human-Computer Teamwork, Team Formation, and Collaboration"
2499,Kevin Reed,Routing
2499,Kevin Reed,Voting Theory
2500,Devin Swanson,Machine Learning for Robotics
2500,Devin Swanson,Transparency
2500,Devin Swanson,Other Topics in Data Mining
2500,Devin Swanson,Randomised Algorithms
2500,Devin Swanson,Meta-Learning
2500,Devin Swanson,Logic Foundations
2501,Jason Chambers,Other Topics in Knowledge Representation and Reasoning
2501,Jason Chambers,Web Search
2501,Jason Chambers,Mining Heterogeneous Data
2501,Jason Chambers,Multiagent Planning
2501,Jason Chambers,NLP Resources and Evaluation
2501,Jason Chambers,"Human-Computer Teamwork, Team Formation, and Collaboration"
2501,Jason Chambers,Planning and Machine Learning
2501,Jason Chambers,Medical and Biological Imaging
2501,Jason Chambers,Evaluation and Analysis in Machine Learning
2501,Jason Chambers,Online Learning and Bandits
2502,Timothy Burgess,Non-Probabilistic Models of Uncertainty
2502,Timothy Burgess,Biometrics
2502,Timothy Burgess,Stochastic Models and Probabilistic Inference
2502,Timothy Burgess,Human-Robot Interaction
2502,Timothy Burgess,Environmental Impacts of AI
2502,Timothy Burgess,"Conformant, Contingent, and Adversarial Planning"
2502,Timothy Burgess,Life Sciences
2502,Timothy Burgess,Quantum Machine Learning
2503,Dr. Chad,Uncertainty Representations
2503,Dr. Chad,Philosophical Foundations of AI
2503,Dr. Chad,Causal Learning
2503,Dr. Chad,Environmental Impacts of AI
2503,Dr. Chad,Deep Neural Network Architectures
2503,Dr. Chad,"Energy, Environment, and Sustainability"
2503,Dr. Chad,User Modelling and Personalisation
2503,Dr. Chad,Knowledge Graphs and Open Linked Data
2504,Michelle Munoz,Question Answering
2504,Michelle Munoz,Bayesian Networks
2504,Michelle Munoz,Spatial and Temporal Models of Uncertainty
2504,Michelle Munoz,Conversational AI and Dialogue Systems
2504,Michelle Munoz,Adversarial Attacks on NLP Systems
2504,Michelle Munoz,"Continual, Online, and Real-Time Planning"
2504,Michelle Munoz,Reinforcement Learning Theory
2504,Michelle Munoz,Other Topics in Robotics
2504,Michelle Munoz,Case-Based Reasoning
2505,Mrs. Nicole,Humanities
2505,Mrs. Nicole,Inductive and Co-Inductive Logic Programming
2505,Mrs. Nicole,Medical and Biological Imaging
2505,Mrs. Nicole,Game Playing
2505,Mrs. Nicole,Video Understanding and Activity Analysis
2505,Mrs. Nicole,Adversarial Search
2505,Mrs. Nicole,Web and Network Science
2505,Mrs. Nicole,Cognitive Science
2505,Mrs. Nicole,Mechanism Design
2506,Christopher Miller,Explainability in Computer Vision
2506,Christopher Miller,Agent Theories and Models
2506,Christopher Miller,Digital Democracy
2506,Christopher Miller,Case-Based Reasoning
2506,Christopher Miller,Social Networks
2506,Christopher Miller,Machine Ethics
2507,Jaime Cooper,Biometrics
2507,Jaime Cooper,3D Computer Vision
2507,Jaime Cooper,Partially Observable and Unobservable Domains
2507,Jaime Cooper,"Graph Mining, Social Network Analysis, and Community Mining"
2507,Jaime Cooper,Data Stream Mining
2507,Jaime Cooper,Graph-Based Machine Learning
2507,Jaime Cooper,Reinforcement Learning Algorithms
2507,Jaime Cooper,Optimisation for Robotics
2507,Jaime Cooper,Automated Learning and Hyperparameter Tuning
2507,Jaime Cooper,Spatial and Temporal Models of Uncertainty
2508,Mary Sutton,Classical Planning
2508,Mary Sutton,Web and Network Science
2508,Mary Sutton,Activity and Plan Recognition
2508,Mary Sutton,Human Computation and Crowdsourcing
2508,Mary Sutton,Qualitative Reasoning
2508,Mary Sutton,Robot Rights
2508,Mary Sutton,Computer-Aided Education
2508,Mary Sutton,Economics and Finance
2508,Mary Sutton,Life Sciences
2509,Brandi Jones,Argumentation
2509,Brandi Jones,Adversarial Learning and Robustness
2509,Brandi Jones,Accountability
2509,Brandi Jones,Algorithmic Game Theory
2509,Brandi Jones,Probabilistic Programming
2509,Brandi Jones,Imitation Learning and Inverse Reinforcement Learning
2510,Henry Drake,Bayesian Networks
2510,Henry Drake,Constraint Programming
2510,Henry Drake,News and Media
2510,Henry Drake,Randomised Algorithms
2510,Henry Drake,"Geometric, Spatial, and Temporal Reasoning"
2510,Henry Drake,Other Topics in Planning and Search
2510,Henry Drake,Reinforcement Learning Theory
2510,Henry Drake,Economics and Finance
2510,Henry Drake,Explainability (outside Machine Learning)
2510,Henry Drake,Planning under Uncertainty
2511,Cory Moore,Scene Analysis and Understanding
2511,Cory Moore,Semi-Supervised Learning
2511,Cory Moore,Satisfiability
2511,Cory Moore,Mining Spatial and Temporal Data
2511,Cory Moore,Learning Human Values and Preferences
2511,Cory Moore,Mixed Discrete/Continuous Planning
2511,Cory Moore,Heuristic Search
2512,Adam Anderson,Computational Social Choice
2512,Adam Anderson,Large Language Models
2512,Adam Anderson,Biometrics
2512,Adam Anderson,User Experience and Usability
2512,Adam Anderson,Digital Democracy
2513,James Stevens,Text Mining
2513,James Stevens,Question Answering
2513,James Stevens,Game Playing
2513,James Stevens,Neuroscience
2513,James Stevens,Dimensionality Reduction/Feature Selection
2513,James Stevens,Discourse and Pragmatics
2513,James Stevens,Speech and Multimodality
2513,James Stevens,Human-Robot Interaction
2513,James Stevens,Planning and Decision Support for Human-Machine Teams
2513,James Stevens,Constraint Learning and Acquisition
2514,Alicia Mueller,Adversarial Attacks on NLP Systems
2514,Alicia Mueller,Causality
2514,Alicia Mueller,Physical Sciences
2514,Alicia Mueller,Philosophy and Ethics
2514,Alicia Mueller,Marketing
2514,Alicia Mueller,Reinforcement Learning Algorithms
2514,Alicia Mueller,Deep Generative Models and Auto-Encoders
2514,Alicia Mueller,Life Sciences
2515,Jacob Anderson,Deep Generative Models and Auto-Encoders
2515,Jacob Anderson,Classical Planning
2515,Jacob Anderson,Transportation
2515,Jacob Anderson,Reinforcement Learning Algorithms
2515,Jacob Anderson,Rule Mining and Pattern Mining
2516,Sherry Rodriguez,Standards and Certification
2516,Sherry Rodriguez,Other Topics in Constraints and Satisfiability
2516,Sherry Rodriguez,Knowledge Representation Languages
2516,Sherry Rodriguez,Robot Planning and Scheduling
2516,Sherry Rodriguez,Privacy-Aware Machine Learning
2516,Sherry Rodriguez,"Linguistic Theories, Cognitive Modelling, and Psycholinguistics"
2516,Sherry Rodriguez,Multimodal Perception and Sensor Fusion
2516,Sherry Rodriguez,Activity and Plan Recognition
2516,Sherry Rodriguez,Reinforcement Learning Theory
2517,Julie Lutz,Life Sciences
2517,Julie Lutz,Physical Sciences
2517,Julie Lutz,Biometrics
2517,Julie Lutz,Verification
2517,Julie Lutz,Human-Robot Interaction
2517,Julie Lutz,Multi-Instance/Multi-View Learning
2518,Shannon Williams,Intelligent Database Systems
2518,Shannon Williams,Privacy in Data Mining
2518,Shannon Williams,Constraint Learning and Acquisition
2518,Shannon Williams,Probabilistic Programming
2518,Shannon Williams,Sports
2518,Shannon Williams,Mechanism Design
2519,Gina Lopez,Learning Theory
2519,Gina Lopez,Probabilistic Programming
2519,Gina Lopez,Markov Decision Processes
2519,Gina Lopez,Text Mining
2519,Gina Lopez,Data Visualisation and Summarisation
2520,Jesse Martin,Semantic Web
2520,Jesse Martin,Fuzzy Sets and Systems
2520,Jesse Martin,Non-Probabilistic Models of Uncertainty
2520,Jesse Martin,Computational Social Choice
2520,Jesse Martin,"Continual, Online, and Real-Time Planning"
2520,Jesse Martin,Probabilistic Programming
2521,Jessica Fox,Web Search
2521,Jessica Fox,Interpretability and Analysis of NLP Models
2521,Jessica Fox,Multi-Robot Systems
2521,Jessica Fox,Mechanism Design
2521,Jessica Fox,Evaluation and Analysis in Machine Learning
2521,Jessica Fox,Entertainment
2521,Jessica Fox,Robot Rights
2521,Jessica Fox,Stochastic Optimisation
2522,Vanessa Cruz,Activity and Plan Recognition
2522,Vanessa Cruz,Language Grounding
2522,Vanessa Cruz,"Phonology, Morphology, and Word Segmentation"
2522,Vanessa Cruz,Reinforcement Learning Algorithms
2522,Vanessa Cruz,Optimisation for Robotics
2522,Vanessa Cruz,Fair Division
2522,Vanessa Cruz,Meta-Learning
2523,Frank Edwards,Motion and Tracking
2523,Frank Edwards,Abductive Reasoning and Diagnosis
2523,Frank Edwards,Argumentation
2523,Frank Edwards,Information Extraction
2523,Frank Edwards,Optimisation in Machine Learning
2523,Frank Edwards,Human-in-the-loop Systems
2523,Frank Edwards,Cognitive Science
2523,Frank Edwards,Other Topics in Machine Learning
2523,Frank Edwards,Classical Planning
2523,Frank Edwards,Behaviour Learning and Control for Robotics
2524,Shane Brown,Other Topics in Knowledge Representation and Reasoning
2524,Shane Brown,Activity and Plan Recognition
2524,Shane Brown,Human-in-the-loop Systems
2524,Shane Brown,Multi-Instance/Multi-View Learning
2524,Shane Brown,Personalisation and User Modelling
2524,Shane Brown,Classification and Regression
2525,Dwayne Marsh,"Belief Revision, Update, and Merging"
2525,Dwayne Marsh,Relational Learning
2525,Dwayne Marsh,"Plan Execution, Monitoring, and Repair"
2525,Dwayne Marsh,Routing
